ID,Start time,Completion time,Email,Name,Total points,Quiz feedback,Which of the following is true about your experience with TeamUp! in tutorial?  (please select all that apply),Points - Which of the following is true about your experience with TeamUp! in tutorial?  (please select all that apply),Feedback - Which of the following is true about your experience with TeamUp! in tutorial?  (please select all that apply),Do you have any additional feedback about TeamUp! that you would like to share?,Points - Do you have any additional feedback about TeamUp! that you would like to share?,Feedback - Do you have any additional feedback about TeamUp! that you would like to share?,Do you read the weekly newsletter?,Points - Do you read the weekly newsletter?,Feedback - Do you read the weekly newsletter?,Which of the following is true for you about the newsletter? (choose as many options as apply),Points - Which of the following is true for you about the newsletter? (choose as many options as apply),Feedback - Which of the following is true for you about the newsletter? (choose as many options as apply),Any other feedback about the newsletter?,Points - Any other feedback about the newsletter?,Feedback - Any other feedback about the newsletter?,Why not? (you can select more than one response),Points - Why not? (you can select more than one response),Feedback - Why not? (you can select more than one response),Anything else you would like to share about the newsletter?,Points - Anything else you would like to share about the newsletter?,Feedback - Anything else you would like to share about the newsletter?,Did you attend the Study Skills workshop or watch the recording?,Points - Did you attend the Study Skills workshop or watch the recording?,Feedback - Did you attend the Study Skills workshop or watch the recording?,How useful did you find the Study Skills workshop?,Points - How useful did you find the Study Skills workshop?,Feedback - How useful did you find the Study Skills workshop?,Any other feedback about the Study Skills workshop?,Points - Any other feedback about the Study Skills workshop?,Feedback - Any other feedback about the Study Skills workshop?,Did you attend the Test #1 Debrief session or watch the recording?,Points - Did you attend the Test #1 Debrief session or watch the recording?,Feedback - Did you attend the Test #1 Debrief session or watch the recording?,How useful did you find the Test #1 Debrief session?,Points - How useful did you find the Test #1 Debrief session?,Feedback - How useful did you find the Test #1 Debrief session?,Any other feedback about the Test #1 Debrief session?,Points - Any other feedback about the Test #1 Debrief session?,Feedback - Any other feedback about the Test #1 Debrief session?,Anything else you would like to share with the CHM 135 teaching team?,Points - Anything else you would like to share with the CHM 135 teaching team?,Feedback - Anything else you would like to share with the CHM 135 teaching team?,Do you feel Lab #1 increased your confidence using Excel?,Points - Do you feel Lab #1 increased your confidence using Excel?,Feedback - Do you feel Lab #1 increased your confidence using Excel?,Do you feel Lab #1 increased your confidence analyzing data (e.g. interpreting trendlines and plots)?,Points - Do you feel Lab #1 increased your confidence analyzing data (e.g. interpreting trendlines and plots)?,Feedback - Do you feel Lab #1 increased your confidence analyzing data (e.g. interpreting trendlines and plots)?,Did the experience using Excel in Lab 1 help you to complete the necessary Excel calculations and graphs for the other CHM135 labs?,Points - Did the experience using Excel in Lab 1 help you to complete the necessary Excel calculations and graphs for the other CHM135 labs?,Feedback - Did the experience using Excel in Lab 1 help you to complete the necessary Excel calculations and graphs for the other CHM135 labs?,Any additional feedback on Lab 1 that you would like the teaching team to know? Both positive feedback and constructive criticism are welcome.,Points - Any additional feedback on Lab 1 that you would like the teaching team to know? Both positive feedback and constructive criticism are welcome.,Feedback - Any additional feedback on Lab 1 that you would like the teaching team to know? Both positive feedback and constructive criticism are welcome.
44,11-5-21 11:29:00,11-5-21 11:30:54,anonymous,,,,"I like working through problems with my peers.
;It has let me get to know some of my classmates.
;",,,,,,"At least some of the time
",,,"I like the weekly reminders.
;",,,,,,,,,,,,No,,,,,,,,,No,,,,,,,,,,,,"It was good practice, but I didn’t learn anything new",,,Not really,,,"No, I don't feel the Excel component of Lab 1 helped me complete the Excel components of the other CHM135 labs",,,,,
45,11-5-21 11:27:25,11-5-21 11:30:56,anonymous,,,,"It has let me get to know some of my classmates.
;I like working through problems with my peers.
;I find it useful to see past test questions.
;",,,"So the time in my opinion is too long for the question given to us, but I like that since it gives me time to talk and connect with my classmates.",,,No,,,,,,,,,"I am overwhelmed with other things.
",,,"I’ll be honest I did not know there was a newsletter (and I don’t really know what a newsletter is, it sounds self explanatory though)",,,No,,,,,,,,,No,,,,,,,,,,,,"Yes, I feel much more confident using Excel",,,"It was good practice, but I didn’t learn anything new",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
46,11-5-21 11:29:40,11-5-21 11:31:20,anonymous,,,,"I find it useful to see past test questions.
;It's frustrating because other people in my group don't turn on their camera and/or unmute.
;I find the time allocated to TeamUp! too short.;",,,,,,"At least some of the time
",,,"I like the tips from the teaching team.
;I like the advice from former students.
;I like the information about the department (the last thing in the newsletter)
;",,,,,,,,,,,,No,,,,,,,,,No,,,,,,,,,,,,"Yes, I feel much more confident using Excel",,,"Yes, I feel more confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
47,11-5-21 11:28:49,11-5-21 11:31:29,anonymous,,,,"I find it useful to see past test questions.
;I like working through problems with my peers.
;It has let me get to know some of my classmates.
;",,,I find having a couple short questions (2-3) more helpful than just one question. I also think a combination of concept and calculation questions are useful in applying what we as a group have learned. ,,,No,,,,,,,,,"I am overwhelmed with other things.
",,,,,,No,,,,,,,,,No,,,,,,,,,,,,"Yes, I feel much more confident using Excel",,,"Yes, I feel more confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
48,11-5-21 11:30:12,11-5-21 11:31:56,anonymous,,,,I find the time allocated to TeamUp! too short.;,,,,,,"At least some of the time
",,,"I like the discussion board links.
;The newsletter makes me feel more connected to the course.
;",,,,,,,,,,,,No,,,,,,,,,Yes,,,Neutral,,,,,,,,,"Yes, I feel much more confident using Excel",,,"Yes, I feel more confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
49,11-5-21 11:29:04,11-5-21 11:32:04,anonymous,,,,"I find it useful to see past test questions.
;I like working through problems with my peers.
;",,,,,,"At least some of the time
",,,"I like the weekly reminders.
;I like the discussion board links.
;",,,,,,,,,,,,No,,,,,,,,,Yes,,,Neutral,,,,,,"If possible to have help sessions about how to study for Test questions, I find it hard to get the right answers on test even tough I understand the material which is very disappointing when I get my grades back.",,,"Yes, but I was already quite confident",,,"Yes, but I was already quite confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
50,11-5-21 11:30:15,11-5-21 11:32:10,anonymous,,,,"I find it useful to see past test questions.
;I like working through problems with my peers.
;It has let me get to know some of my classmates.
;I find the time allocated to TeamUp! too long.
;",,,Potentially more questions (2 or 3),,,"At least some of the time
",,,"I like the weekly reminders.
;I like the tips from the teaching team.
;The newsletter makes me feel more connected to the course.
;",,,N/A,,,,,,,,,Yes,,,Somewhat useful,,,N/A,,,Yes,,,Somewhat useful,,,N/A,,,N/A,,,"Yes, I feel much more confident using Excel",,,"Yes, I feel more confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,N/A,,
51,11-5-21 11:31:38,11-5-21 11:32:22,anonymous,,,,"I find it useful to see past test questions.
;I like working through problems with my peers.
;It has let me get to know some of my classmates.
;I find the time allocated to TeamUp! too short.;",,,,,,"At least some of the time
",,,"I like the pictures!
;I like the weekly reminders.
;I like the advice from former students.
;The newsletter makes me feel more connected to the course.
;",,,,,,,,,,,,Yes,,,Neutral,,,,,,Yes,,,Somewhat useful,,,,,,,,,"Yes, I feel much more confident using Excel",,,"Yes, I feel more confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
52,11-5-21 11:31:54,11-5-21 11:32:47,anonymous,,,,"I find it useful to see past test questions.
;I like working through problems with my peers.
;It has let me get to know some of my classmates.
;",,,,,,No,,,,,,,,,"I am overwhelmed with other things.
",,,,,,No,,,,,,,,,No,,,,,,,,,,,,"Yes, I feel much more confident using Excel",,,"Yes, but I was already quite confident",,,"Yes, I feel the Excel component of Lab 1 was helpful but I was already quite comfortable with Excel",,,,,
53,11-5-21 11:31:26,11-5-21 11:32:48,anonymous,,,,"I find it useful to see past test questions.
;I like working through problems with my peers.
;It's frustrating because other people in my group don't turn on their camera and/or unmute.
;I find the time allocated to TeamUp! too short.;",,,,,,No,,,,,,,,,"I am overwhelmed with other things.
",,,,,,Yes,,,Somewhat useful,,,,,,Yes,,,Extremely useful,,,,,,,,,"Yes, I feel much more confident using Excel",,,"It was good practice, but I didn’t learn anything new",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
54,11-5-21 11:31:55,11-5-21 11:32:56,anonymous,,,,"It is hard for me to participate because I can't turn on my camera or unmute.
;I find it useful to see past test questions.
;",,,,,,"At least some of the time
",,,"I like the weekly reminders.
;I like the pictures!
;",,,,,,,,,,,,No,,,,,,,,,No,,,,,,,,,,,,"Yes, I feel much more confident using Excel",,,"Yes, I feel more confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
55,11-5-21 11:27:42,11-5-21 11:32:57,anonymous,,,,"It is hard for me to participate because I can't turn on my camera or unmute.
;I find it useful to see past test questions.
;I find the time allocated to TeamUp! too short.;",,,,,,No,,,,,,,,,"I am overwhelmed with other things.
",,,,,,Yes,,,Somewhat useful,,,,,,Yes,,,Extremely useful,,,,,,,,,"Yes, I feel much more confident using Excel",,,"Yes, I feel more confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
56,11-5-21 11:32:07,11-5-21 11:33:00,anonymous,,,,"I like working through problems with my peers.
;It has let me get to know some of my classmates.
;I find it useful to see past test questions.
;",,,,,,"At least some of the time
",,,"I like the pictures!
;I like the tips from the teaching team.
;I like the advice from former students.
;",,,,,,,,,,,,No,,,,,,,,,Yes,,,Somewhat useful,,,,,,,,,"Yes, I feel much more confident using Excel",,,"Yes, I feel more confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
57,11-5-21 11:31:43,11-5-21 11:33:02,anonymous,,,,"I find it useful to see past test questions.
;I like working through problems with my peers.
;It has let me get to know some of my classmates.
;I find the time allocated to TeamUp! too short.;",,,,,,No,,,,,,,,,Other,,,,,,No,,,,,,,,,Yes,,,Extremely useful,,,,,,,,,"Yes, I feel much more confident using Excel",,,"Yes, I feel more confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
58,11-5-21 11:28:09,11-5-21 11:33:02,anonymous,,,,"I like working through problems with my peers.
;I find it useful to see past test questions.
;It is hard for me to participate because I can't turn on my camera or unmute.
;",,,,,,"At least some of the time
",,,"I like the pictures!
;I like the weekly reminders.
;I like the tips from the teaching team.
;I like the discussion board links.
;",,,,,,,,,,,,No,,,,,,,,,No,,,,,,,,,It would really help students if the teaching team could provide practice problems with calculation similar to questions on tests and provide a detailed solution to each question. Just a couple problem sets that can really prepare us for what will be on the test.,,,"Yes, I feel much more confident using Excel",,,"Yes, but I was already quite confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
59,11-5-21 11:31:38,11-5-21 11:33:22,anonymous,,,,"I find it useful to see past test questions.
;I find the time allocated to TeamUp! too short.;",,,,,,"At least some of the time
",,,"I like the weekly reminders.
;",,,,,,,,,,,,No,,,,,,,,,Yes,,,Extremely useful,,,,,,,,,"Yes, I feel much more confident using Excel",,,"It was good practice, but I didn’t learn anything new",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
60,11-5-21 11:28:30,11-5-21 11:33:23,anonymous,,,,"It's frustrating because other people in my group don't turn on their camera and/or unmute.
;",,,"with team up, i find it frustrating. I find it useful that we are able to see problems from the past and work through them, but with team up i find it unfair that we are evaluated based on if we get the question right or wrong the first time (points being deducted). I would prefer homework question where I can work on many problems and get points for doing that work rather than rely on a system thats 5-10 minutes of my time and where some people dont even speak",,,"At least some of the time
",,,"I like the weekly reminders.
;I like the tips from the teaching team.
;",,,,,,,,,,,,No,,,,,,,,,Yes,,,Somewhat useful,,,,,,I’d prefer homework question that we can work on rather than team up ,,,"Yes, I feel much more confident using Excel",,,"Yes, I feel more confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
61,11-5-21 11:29:06,11-5-21 11:33:54,anonymous,,,,"I find it useful to see past test questions.
;",,,,,,"At least some of the time
",,,"I like the pictures!
;I like the weekly reminders.
;I like the tips from the teaching team.
;I like the advice from former students.
;",,,,,,,,,,,,Yes,,,Somewhat useful,,,,,,Yes,,,Neutral,,,,,,"great professors, wish there was more test preparation but already learning how to properly study",,,"Yes, I feel much more confident using Excel",,,"Yes, I feel more confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,"excellent practicals with engaging TAs, just wish there was a bit more to the pre lab quizzes. They feel very frustrating",,
62,11-5-21 11:31:24,11-5-21 11:34:14,anonymous,,,,"I find it useful to see past test questions.
;I like working through problems with my peers.
;It is hard for me to participate because I can't turn on my camera or unmute.
;",,,,,,"At least some of the time
",,,"I like the pictures!
;I like the weekly reminders.
;I like the tips from the teaching team.
;I like the advice from former students.
;",,,,,,,,,,,,Yes,,,Neutral,,,,,,Yes,,,Extremely useful,,,,,,,,,"Yes, but I was already quite confident",,,"Yes, but I was already quite confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
63,11-5-21 11:26:56,11-5-21 11:34:17,anonymous,,,,"I find it useful to see past test questions.
;It's frustrating because other people in my group don't turn on their camera and/or unmute.
;",,,None.,,,"At least some of the time
",,,"I like the pictures!
;I like the weekly reminders.
;I like the tips from the teaching team.
;",,,None.,,,,,,,,,Yes,,,Extremely useful,,,None.,,,Yes,,,Extremely useful,,,None.,,,"Thank you for giving us a redo for test 1, is the percentage increase from the redo only 8% or is there a chance it can be higher?",,,"Yes, I feel much more confident using Excel",,,"Yes, I feel more confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
64,11-5-21 11:27:28,11-5-21 11:34:22,anonymous,,,,"I like working through problems with my peers.
;It has let me get to know some of my classmates.
;It's frustrating because other people in my group don't turn on their camera and/or unmute.
;I find the time allocated to TeamUp! too short.;",,,,,,"At least some of the time
",,,"I like the pictures!
;I like the weekly reminders.
;I like the discussion board links.
;I like the advice from former students.
;",,,,,,,,,,,,Yes,,,Neutral,,,,,,No,,,,,,,,,,,,"Yes, I feel much more confident using Excel",,,"Yes, I feel more confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
65,11-5-21 11:33:29,11-5-21 11:34:23,anonymous,,,,"I find it useful to see past test questions.
;I find the time allocated to TeamUp! too short.;",,,,,,"At least some of the time
",,,"I like the tips from the teaching team.
;I like the advice from former students.
;",,,,,,,,,,,,No,,,,,,,,,No,,,,,,,,,,,,"It was good practice, but I didn’t learn anything new",,,"It was good practice, but I didn’t learn anything new",,,"Yes, I feel the Excel component of Lab 1 was helpful but I was already quite comfortable with Excel",,,,,
66,11-5-21 11:33:09,11-5-21 11:34:25,anonymous,,,,"I like working through problems with my peers.
;It is hard for me to participate because I can't turn on my camera or unmute.
;",,,,,,"At least some of the time
",,,"I like the weekly reminders.
;",,,,,,,,,,,,No,,,,,,,,,No,,,,,,,,,,,,"It was good practice, but I didn’t learn anything new",,,"It was good practice, but I didn’t learn anything new",,,"Yes, I feel the Excel component of Lab 1 was helpful but I was already quite comfortable with Excel",,,,,
67,11-5-21 11:32:54,11-5-21 11:34:25,anonymous,,,,"I find it useful to see past test questions.
;I like working through problems with my peers.
;It has let me get to know some of my classmates.
;It's frustrating because other people in my group don't turn on their camera and/or unmute.
;",,,,,,"At least some of the time
",,,"I like the pictures!
;I like the weekly reminders.
;I like the tips from the teaching team.
;",,,,,,,,,,,,No,,,,,,,,,Yes,,,Somewhat useful,,,,,,,,,"Yes, but I was already quite confident",,,"Yes, I feel more confident",,,"No, I don't feel the Excel component of Lab 1 helped me complete the Excel components of the other CHM135 labs",,,,,
